Категория,Значение
B,6337.014779579644
C,8809.230128456422
C,1257.9277709320793
B,7981.434607686681
C,2233.4405455008164
B,9763.368936402001
C,3807.4150820828354
D,5679.779295597835
C,664.6305527004336
D,4016.9540449658666
D,2770.3370747440595
B,3514.8522691602425
B,7638.929090918791
C,2553.9961261424487
B,1361.617367623606
A,4237.6359089097605
D,9576.453389580074
D,3109.0084727484405
B,6706.057968089377
A,4242.263867352088
B,6316.342004581959
C,7034.946687970121
D,1014.3412552228465
B,4191.997348016048
B,2269.929806597304
C,7650.803024343762
D,9770.565525867225
B,2682.1821889729185
A,3596.7588756766036
C,2526.100034606269
D,2589.767411078847
B,4094.7742852577267
B,2808.1854490922888
A,9669.950332195547
A,9243.39553624363
C,8056.421541600484
C,5560.222234443703
C,6838.59493310337
C,5335.959832279257
B,6288.581332560166
D,3483.140408350267
B,7557.172372687293
D,4587.46306077637
A,3252.4813679312642
A,8501.69097913632
B,8205.353408391527
D,8461.322824855344
B,1937.9488413375886
B,5296.09762069677
A,4575.606444297619
B,5802.378280910941
A,6308.690555959308
C,9380.68187694963
A,6913.568959668677
A,1580.4811663560904
B,2460.2759194788896
D,1263.490114586535
A,5261.527898851346
A,3563.8441740176086
C,9932.790953933792
C,6630.364171611884
B,7580.290646909903
A,7121.621278743146
D,4644.425750433697
A,8546.862925585909
A,1793.2181382145168
B,4044.771402673354
A,3658.858227342829
A,9348.86739665477
A,7542.787659046606
C,6031.821206000974
D,8179.396291070302
D,575.3970089874925
D,5917.236103347677
C,1498.9601187662247
A,3561.7128043842786
C,2720.5441437612126
A,9396.61068050701
D,2689.3146113874072
D,482.40179564574726
C,6451.102279110105
C,5968.471563978958
C,2753.273273794936
D,21.160203778199666
D,6792.7425370452165
A,381.0044539994557
C,3078.337161979659
B,9637.81037516708
A,491.0850167262818
C,514.8913005263288
C,8741.823000545055
A,4740.566852073461
C,4160.735221958712
D,2569.0078339899237
A,6114.865865059322
A,6201.537542033919
D,9046.89913737345
A,4432.844920530729
B,4076.1318695509217
C,5877.70168264453
A,8489.26783117289
A,1095.1059024758613
B,2801.5406225750216
B,5751.117500740019
B,2508.9998978574654
C,14.11804824946683
B,1882.135284520609
D,5612.524432261119
B,5402.77384540834
D,7818.439106897076
C,7639.760574969759
A,4558.826373882011
A,3959.6487124537734
D,7717.428588692107
B,1359.7349503861421
C,8680.955761740259
C,9158.146051991618
A,5973.116322167327
B,4578.032222623378
C,4087.4786145446137
B,5815.801148153977
C,4484.734163559133
A,1589.2199454940915
D,624.7050810370976
B,6084.129293015763
D,6115.814071975253
C,1343.4855138118
A,1233.9186629711796
C,4984.2854208667595
D,8168.09976748256
A,3940.6763667057403
B,2183.5236706756145
D,3321.4916813458162
C,8206.626779647553
D,9617.677206756875
C,548.3728629674223
C,5350.518212912561
D,1028.3793592168383
D,6064.472153367885
