Категория,Значение
D,9275.47197125184
A,1522.2781223089673
C,5707.240681432285
B,1235.183260157958
C,9875.433777802917
A,5630.417860272498
B,7429.758268198988
B,3370.4540880289123
A,3123.098253930074
D,9281.883500187485
C,5308.873696173205
C,1988.0732564463908
D,5337.776153195324
B,7357.611301418166
C,3000.736993217502
A,7301.327546039325
B,4256.649071415668
A,9104.491528686207
B,7522.487222070272
D,8775.6510069964
C,4839.07249119703
C,4890.407289730849
D,7649.050390571973
B,4727.329477235454
D,4294.591643520775
D,2242.686006898133
D,5969.7566924486
C,7338.301386020702
C,6660.210104857789
C,3683.787319853823
B,6875.718471181955
A,33.126988930628144
A,3701.8957292407013
B,8856.049707988583
C,5642.3852306499275
B,8336.605315795361
B,3521.4137642494297
C,2221.1889698380714
D,9841.381692096076
D,4486.851732158553
B,3681.7360994340797
C,9424.029827134826
D,6114.855731930775
B,2221.332217364717
A,1391.7045161809713
D,7868.012916603338
D,8989.086579070536
B,1545.1865925997938
C,6399.032580851924
B,3628.2874257215562
B,6609.0358462921
D,7388.183069656504
D,6781.267769129085
A,7933.155733648643
D,34.62974007156027
B,3412.187074112392
C,9594.048864463519
B,6105.213351158337
D,3038.0072463580054
B,348.3941576868475
B,4837.015928303522
A,6177.852575059258
C,2509.809378237592
B,7891.400049226014
C,8097.084655707183
B,6337.420095757598
D,2056.6484731984683
A,7750.717346105984
C,6638.8193541487
A,1604.607099920773
D,7237.642286741215
A,5595.815097846179
A,715.3215254191887
A,7332.541748495555
B,876.1173581829543
D,276.7130684092505
C,8152.523116386652
C,5760.844907724757
D,1438.4393800753771
B,5767.000526097087
B,6375.291355863478
D,9194.284683641596
B,6104.04431516456
D,1178.1587759176134
D,8539.253871703497
D,3639.1197343068156
C,5862.722326501445
B,3259.322702993787
C,4738.847770483526
B,9896.25607097442
A,793.9254070423109
C,1340.8983586753386
A,3648.279322828585
C,9330.657557440007
A,5293.431431016632
D,3924.359639300429
B,7101.122251674259
C,8485.637249968595
A,7175.054841043517
D,6377.379235485696
A,8870.901933637531
A,224.24576495369777
D,1651.7191397912434
B,5886.272708216067
B,8273.676596226354
D,7269.376496153416
A,1545.02301195252
C,3841.475632880336
C,6662.214307730976
C,9938.023446264742
A,2538.3012955199933
A,3987.033397836547
C,5977.397841335673
D,4810.885987937313
A,654.8472090719799
B,5684.143791313695
B,6152.745178710594
C,4109.124096637787
B,8934.80546548626
A,5948.410726037538
A,6801.291662330339
A,7984.801412312199
C,313.9699592845484
D,3876.620645943014
A,1115.4343235740116
A,671.3870367715357
B,7485.028128244884
A,4397.63015957079
C,2094.1885390361363
C,8130.381059050272
B,9776.709553771198
D,3811.0696118234728
B,242.61452850674104
C,5955.902202428603
B,6890.406498550177
C,5034.421544752581
D,5010.942104729872
D,877.4156553471153
D,1726.9366008327038
C,1979.5810974269034
C,59.08597170538105
A,3919.2695022927974
D,5593.033242752097
D,5253.186194991828
A,915.6440371606741
C,1322.8992244468752
A,26.689053373051078
D,1748.9445855963886
B,154.12266801323338
B,4771.47697790589
D,1184.8837171499108
B,53.73375775611786
C,9512.368624977482
C,4387.764693907596
A,9770.402583498437
D,3508.998263523549
D,154.40895609316962
B,2137.293854525447
D,6973.468562302725
A,4954.514550141776
C,6608.777538064206
B,336.0331380582704
A,443.76112339604373
A,6870.4149271172855
A,4435.52159420125
C,9765.040549523572
D,6931.73793717252
C,3714.432298133631
D,2965.0882645357465
A,8133.6498656308095
B,3445.0863933193386
C,3202.505629249466
A,7779.85452666236
B,1152.0986018216777
D,7000.668694757666
A,4808.524818711742
B,2855.20234640245
A,7156.747362668389
D,413.7764338630193
A,7595.985474587969
A,4325.41629922981
B,6184.717585128333
C,9088.783284425568
B,29.751493827203976
A,2968.31056120238
D,8062.067896638342
C,7124.798877190719
A,1188.14009428137
D,5893.8803402161
A,423.3219889953557
A,2529.529682612641
D,9704.294142990366
C,4884.330824947068
C,5936.22756810654
C,8646.203892235008
C,8402.319623996362
B,619.8355892843947
B,2296.1387246355816
A,9715.863377468182
A,9562.540144094208
A,1397.493183734836
C,6722.690969674637
C,1302.4868610992535
A,237.2611121100958
D,7497.523217125532
D,8962.83376787116
D,7218.519678288603
D,1927.9949516983138
A,7925.288400329473
D,9006.795840718902
C,685.8334616412529
A,4455.461978825827
D,9615.190682210714
D,4889.757515897903
A,5040.690454526436
B,9832.772042922541
C,618.1158114695481
B,8728.570740635729
B,9082.856923745878
B,3971.608659840864
D,1295.6543516343072
A,834.1885003738921
A,3212.653369146362
A,7072.732036454399
C,837.9762315159247
D,693.3639427180694
C,5329.79999620916
C,302.966601316514
A,840.2585917359327
D,7469.438115080278
B,2685.8906734952648
D,566.6060793495267
B,8569.391733849472
C,7909.892275663874
D,3747.9118424237236
A,3422.71561390673
D,7590.70613108278
A,8477.05425492824
A,3933.115580134481
C,5145.616630414588
D,7236.235509928878
A,5833.0832056863965
C,7785.329579283923
C,5309.012454527294
D,1284.9781071666737
D,2396.7745064030164
B,5477.3222632490915
A,5759.174847090409
B,5618.285322142435
A,1191.3391146292038
B,7991.229081836224
C,6155.99562173832
A,9071.675240320506
A,6133.513367939624
A,8898.307522026942
C,1560.9125858194352
D,756.4443567496702
C,4686.708700875977
D,5700.87721707187
A,5565.012328707809
B,6917.276935832547
D,8523.228685524073
C,3944.444926087373
A,5141.205333239753
D,3080.9221972105743
A,3209.1430546931415
B,1014.4481565850292
C,4021.7503596407114
B,636.5388282264455
C,828.6307060695076
B,7215.461430771493
D,2466.9980251071797
B,7771.165643269861
A,5873.733429751818
D,72.47220280821355
C,4595.82741171682
D,4420.700557305228
A,8137.432907395182
B,1869.5806416226085
A,8916.782521422134
A,2316.3452824842334
B,7949.568963762842
D,7456.899187393086
B,3537.8332117520567
C,6036.655090077294
A,1180.3554661837761
C,2197.4612058858443
D,2105.539982489222
A,4450.222616648249
D,1488.4737353112528
C,4238.0362757467465
C,4490.895448747209
C,3894.093079455957
D,654.2267100635659
C,4325.867241529545
C,1732.1379137499482
A,3121.103098298334
A,7205.586602130725
B,1029.7519270147702
A,7654.526240872143
B,9441.044973374144
C,5895.925577121759
A,4945.621323895431
D,372.4032025986652
C,7746.21292463813
C,3091.1483001239626
A,8889.132864767145
D,5294.103052266499
C,9851.898834842052
C,6064.567826488163
D,5596.6715495447825
B,2195.7448706237765
C,9213.072365639871
D,6795.970751419671
C,868.7555154627826
C,3995.823049267567
C,7157.902457747289
D,8874.265042496478
C,9629.550643340819
B,8442.157096675364
B,9427.955365915635
A,6702.3977881568035
D,718.5684045508283
B,7193.203483332813
A,2294.7488498362122
B,5603.697973464825
A,5743.735429382951
C,3591.0067568897534
C,1084.6207328717537
B,3871.389513077531
B,7019.238955583358
B,4193.907511117404
A,7086.950624448219
C,2411.6982998704448
C,3896.8470097678564
C,8923.318308843405
C,1624.689692183841
